Time	L_BF	L_GAL	L_TA	L_VL	R_BF	R_GAL	R_TA	R_VL
2.65150000000005	0.003449	-0.025224	0.012782	0.003432	0.001882	-0.001715	0.012343	0.000924
2.65200000000005	0.003212	-0.030836	0.007536	0.003069	0.008197	-0.001166	0.008051	0.00278
2.65250000000005	0.003471	-0.026419	0.004939	0.002578	0.019646	-0.001019	0.012477	0.003385
2.65300000000005	0.005111	-0.013228	0.006553	0.002251	0.023398	-0.001081	0.008832	0.001975
2.65350000000005	0.005646	0.003073	0.009121	0.002933	0.015986	-0.001765	-0.001827	-0.00021
2.65400000000005	0.002901	0.009851	0.010627	0.004419	0.003339	-0.002892	-0.009819	-0.001082
2.65450000000005	-0.000279	0.006631	0.011301	0.003578	-0.00774	-0.003741	-0.01152	-0.000615
2.65500000000005	-0.000179	0.002893	0.01069	-0.000299	-0.01236	-0.003721	-0.010265	0.000912
2.65550000000005	0.002621	-0.001582	0.007818	-0.003577	-0.00639	-0.002466	-0.009172	0.002988
2.65600000000005	0.00513	-0.013327	0.00288	-0.003999	0.011401	-0.000696	-0.008266	0.003617
2.65650000000005	0.005666	-0.025718	-0.001664	-0.002284	0.032772	-0.000102	-0.007559	0.002505
2.65700000000005	0.004882	-0.024929	-0.002675	-0.00011	0.041884	-0.000434	-0.007325	0.000978
2.65750000000005	0.005003	-0.015528	0.00015	0.000261	0.030404	0.000443	-0.006224	-0.001037
2.65800000000005	0.007213	-0.017105	0.003738	-0.001493	0.00653	0.002342	-0.003718	-0.00333
2.65850000000006	0.008627	-0.033809	0.004339	-0.002338	-0.015981	0.002817	-0.001542	-0.003472
2.65900000000006	0.006207	-0.046341	0.001026	-0.001674	-0.032762	0.00174	-0.001659	-0.001661
2.65950000000006	0.002745	-0.033601	-0.002959	-0.002079	-0.045737	0.001054	-0.006052	-0.00325
2.66000000000006	0.001856	0.010573	-0.004506	-0.002501	-0.05162	0.000372	-0.014921	-0.01006
2.66050000000006	0.001971	0.074853	-0.005415	-0.000853	-0.043836	-0.00084	-0.023146	-0.015093
2.66100000000006	0.000362	0.128661	-0.008857	0.000211	-0.023684	0.000312	-0.02466	-0.009652
2.66150000000006	-0.002857	0.135186	-0.01387	-0.001679	-0.002617	0.004117	-0.02072	0.008147
2.66200000000006	-0.005956	0.088327	-0.017286	-0.003544	0.008727	0.005426	-0.019204	0.031
2.66250000000006	-0.007199	0.026718	-0.017036	-0.002491	0.009903	0.002184	-0.02462	0.046704
2.66300000000006	-0.006122	-0.007686	-0.013171	-0.000951	0.007379	-0.001927	-0.030276	0.048172
2.66350000000006	-0.004582	-0.013474	-0.009263	-0.001361	0.006802	-0.004185	-0.020935	0.040668
2.66400000000006	-0.004416	-0.014942	-0.0093	-0.002592	0.009916	-0.004151	0.015667	0.03393
2.66450000000006	-0.004425	-0.020911	-0.011572	-0.003102	0.014627	-0.002137	0.071808	0.03012
2.66500000000006	-0.002681	-0.021859	-0.010633	-0.001743	0.016519	0.000149	0.112509	0.026447
2.66550000000006	0.000347	-0.0147	-0.005519	0.000295	0.01371	0.001831	0.101264	0.021571
2.66600000000006	0.002828	-0.008858	-0.001307	0.000111	0.010927	0.00321	0.041954	0.014407
2.66650000000006	0.003105	-0.010238	-0.001436	-0.000798	0.015677	0.003569	-0.017655	0.003781
2.66700000000006	0.001046	-0.013822	-0.002081	0.000861	0.028923	0.002859	-0.03694	-0.009646
2.66750000000006	-0.000902	-0.017119	0.002415	0.002978	0.041075	0.002757	-0.027403	-0.024181
2.66800000000006	-0.001069	-0.02811	0.010942	0.002325	0.040316	0.003721	-0.031042	-0.038489
2.66850000000006	-0.001173	-0.051095	0.017184	0.001204	0.025641	0.004364	-0.061103	-0.051359
2.66900000000006	-0.002379	-0.075419	0.017637	0.001858	0.008491	0.004684	-0.082679	-0.06115
2.66950000000006	-0.003609	-0.087144	0.013773	0.00216	-0.000191	0.005033	-0.054885	-0.065139
2.67000000000006	-0.004453	-0.084221	0.008974	0.001229	0.000978	0.003553	0.018687	-0.061525
2.67050000000006	-0.005	-0.075366	0.005695	3e-06	0.007975	0.000379	0.087582	-0.053522
2.67100000000006	-0.004871	-0.071391	0.003706	-0.001097	0.013634	-0.001571	0.101183	-0.047023
2.67150000000006	-0.003471	-0.077412	0.001578	-0.001148	0.006247	-0.001883	0.057149	-0.044501
2.67200000000006	-0.000273	-0.089352	-0.00108	-0.000144	-0.018955	-0.001993	0.000695	-0.044509
2.67250000000006	0.003469	-0.098801	-0.003909	0.001065	-0.045279	-0.002327	-0.024742	-0.044166
2.67300000000006	0.005174	-0.098365	-0.005688	0.002338	-0.048247	-0.003005	-0.017938	-0.040172
2.67350000000006	0.004157	-0.083056	-0.004814	0.002624	-0.0274	-0.003569	-0.00622	-0.030937
2.67400000000006	0.001947	-0.051074	-0.002143	0.000135	-0.007973	-0.003159	-0.004914	-0.018806
2.67450000000006	-0.000176	-0.006265	-0.001299	-0.003691	-0.007685	-0.002267	-0.007342	-0.006951
2.67500000000006	-0.001752	0.038423	-0.004166	-0.004197	-0.017367	-0.001504	-0.006571	0.003144
2.67550000000006	-0.002055	0.064708	-0.007864	-0.000228	-0.019189	-0.000616	-0.006141	0.009524
2.67600000000006	-0.000604	0.063141	-0.007695	0.003491	-0.010763	-0.000419	-0.009828	0.012011
2.67650000000006	0.001214	0.045221	-0.002671	0.003698	-0.00319	-0.001721	-0.014803	0.015866
2.67700000000006	0.001024	0.034261	0.002129	0.002778	-0.006291	-0.002798	-0.015985	0.028625
2.67750000000006	-0.000802	0.040381	0.001383	0.002971	-0.022736	-0.001844	-0.011834	0.05223
2.67800000000006	-0.002366	0.054765	-0.002819	0.003494	-0.04441	-0.000677	-0.006902	0.075952
2.67850000000006	-0.004428	0.065293	-0.005176	0.003505	-0.052731	-0.001884	-0.008191	0.081107
2.67900000000006	-0.006885	0.063821	-0.005196	0.002421	-0.03735	-0.004109	-0.017373	0.059654
2.67950000000006	-0.006397	0.047134	-0.004576	0.000892	-0.012567	-0.004421	-0.028644	0.024998
2.68000000000006	-0.001971	0.022651	-0.003846	0.000972	-0.00064	-0.00277	-0.034835	-0.002857
2.68050000000006	0.003237	0.004708	-0.003701	0.002459	-0.003216	-0.001402	-0.034089	-0.018313
2.68100000000006	0.005819	-0.002022	-0.003781	0.002961	-0.005095	-0.001108	-0.030179	-0.026491
2.68150000000006	0.005516	-0.005255	-0.002972	0.001658	-9.4e-05	-0.000256	-0.027721	-0.027609
2.68200000000006	0.004688	-0.008232	-0.002901	0.000662	0.004214	0.001319	-0.028048	-0.018639
2.68250000000006	0.003744	-0.007586	-0.006858	0.001336	0.002904	0.001797	-0.028066	-0.003927
2.68300000000006	0.001104	-0.008018	-0.013714	0.001152	0.000391	0.001464	-0.022722	0.007264
2.68350000000006	-0.002404	-0.019115	-0.016838	-0.000798	0.001328	0.001428	-0.010356	0.013049
2.68400000000006	-0.004185	-0.039081	-0.012097	-0.000883	0.003904	0.000448	0.007717	0.01901
2.68450000000006	-0.002978	-0.054562	-0.003034	0.001058	0.004469	-0.001782	0.030487	0.026615
2.68500000000006	-0.000185	-0.051493	0.003675	0.000845	0.003633	-0.002604	0.05089	0.031855
2.68550000000006	0.001138	-0.020223	0.00491	-0.001196	0.003936	-0.001085	0.05498	0.030928
2.68600000000006	0.000476	0.036531	0.003412	-0.001435	0.005173	0.000295	0.038962	0.022786
2.68650000000006	0.000397	0.093025	0.003859	-0.000563	0.005811	0.000362	0.017962	0.010745
2.68700000000006	0.001526	0.114851	0.007138	-0.000621	0.005633	0.000431	0.009034	-0.001072
2.68750000000006	0.001573	0.093793	0.009882	-0.000338	0.005661	0.001021	0.011867	-0.011992
2.68800000000007	-0.000183	0.055046	0.008993	0.000749	0.006708	0.001441	0.013614	-0.022158
2.68850000000007	-0.002024	0.024183	0.005094	0.001568	0.007695	0.000919	0.007356	-0.02954
2.68900000000007	-0.002129	0.003528	0.001151	0.00213	0.008012	-0.000468	-0.00238	-0.032202
2.68950000000007	-0.000108	-0.013356	-0.000719	0.001889	0.009494	-0.001454	-0.009956	-0.03145
2.69000000000007	0.001582	-0.025085	-0.000457	0.000406	0.012622	-0.001502	-0.016528	-0.030436
2.69050000000007	0.000655	-0.028028	0.00065	-0.000901	0.015605	-0.001235	-0.026424	-0.031581
2.69100000000007	-0.001581	-0.024529	0.0014	-0.000894	0.017771	-0.000729	-0.042276	-0.03539
2.69150000000007	-0.002834	-0.020822	0.001571	-0.000848	0.019766	0.000561	-0.066149	-0.039633
2.69200000000007	-0.002247	-0.020435	0.00156	-0.002147	0.0212	0.001836	-0.095903	-0.040767
2.69250000000007	-0.000487	-0.020196	0.001424	-0.003832	0.020503	0.000906	-0.110961	-0.037717
2.69300000000007	0.000706	-0.012127	0.000638	-0.004533	0.017054	-0.001833	-0.075906	-0.033769
2.69350000000007	0.000576	0.007803	-0.000933	-0.003084	0.012344	-0.003203	0.015265	-0.031489
2.69400000000007	0.001416	0.03244	-0.002303	-4.8e-05	0.009361	-0.002269	0.106243	-0.027939
2.69450000000007	0.00511	0.046985	-0.00193	0.000644	0.009136	-0.000758	0.123997	-0.01704
2.69500000000007	0.008214	0.039622	0.001076	-0.001609	0.0084	0.00029	0.058874	0.00489
2.69550000000007	0.006873	0.012818	0.005062	-0.002298	0.004673	0.001327	-0.026504	0.032206
2.69600000000007	0.00316	-0.016121	0.006999	-0.0006	0.000237	0.003071	-0.060185	0.052411
2.69650000000007	0.00135	-0.029613	0.007349	5.7e-05	-0.001929	0.004381	-0.00492	0.059119
2.69700000000007	0.00164	-0.023118	0.008669	-0.000829	-0.001089	0.002797	0.131951	0.056838
2.69750000000007	0.001223	-0.004422	0.010534	-0.002266	0.00191	-0.000246	0.279229	0.053714
2.69800000000007	-0.000101	0.018008	0.011004	-0.00496	0.00412	0.000113	0.323491	0.052663
2.69850000000007	-0.000603	0.041736	0.009175	-0.007367	0.002746	0.004558	0.222888	0.05183
2.69900000000007	-0.000209	0.06336	0.005238	-0.007227	-0.000559	0.009555	0.082813	0.050023
2.69950000000007	0.000589	0.072431	0.001137	-0.005385	-0.004225	0.012415	0.049583	0.046459
2.70000000000007	0.001393	0.058536	-0.000935	-0.003214	-0.011965	0.011776	0.13694	0.040899
2.70050000000007	0.001817	0.023021	-0.001057	-0.00245	-0.022797	0.008371	0.214189	0.034698
2.70100000000007	0.001916	-0.020598	-0.000512	-0.004174	-0.02527	0.005099	0.162488	0.028597
2.70150000000007	0.001663	-0.060954	-0.001064	-0.006037	-0.014019	0.002995	0.001264	0.022222
2.70200000000007	0.002357	-0.098553	-0.005146	-0.006079	-0.000351	0.00075	-0.150754	0.015134
2.70250000000007	0.006099	-0.133411	-0.012072	-0.005229	0.003825	-0.001531	-0.21635	0.007973
2.70300000000007	0.011389	-0.150764	-0.016693	-0.004146	0.001934	-0.002243	-0.224699	0.003692
2.70350000000007	0.014072	-0.132566	-0.015125	-0.002973	0.004464	-0.000568	-0.231667	0.004506
2.70400000000007	0.012767	-0.078015	-0.00917	-0.002731	0.011979	0.002578	-0.230524	0.008324
2.70450000000007	0.009075	-0.002445	-0.00395	-0.002496	0.01475	0.003882	-0.184072	0.011829
2.70500000000007	0.004852	0.073712	-0.002835	0.000238	0.007984	0.00109	-0.105779	0.013276
2.70550000000007	0.001665	0.122258	-0.005175	0.004367	-0.001161	-0.002943	-0.052545	0.012187
2.70600000000007	-8.9e-05	0.114683	-0.007409	0.006983	-0.003458	-0.005009	-0.051978	0.010619
2.70650000000007	-0.001379	0.056025	-0.006088	0.007714	0.003504	-0.005506	-0.078773	0.0101
2.70700000000007	-0.002938	-0.009891	-0.001452	0.007604	0.015183	-0.004815	-0.094343	0.008906
2.70750000000007	-0.005253	-0.046462	0.003022	0.008146	0.022887	-0.002754	-0.080386	0.006809
2.70800000000007	-0.008655	-0.052825	0.00526	0.009761	0.021948	-0.000978	-0.041794	0.004532
2.70850000000007	-0.01229	-0.044526	0.006051	0.01027	0.018049	-0.001567	0.000607	1.9e-05
2.70900000000007	-0.014393	-0.036188	0.006588	0.008151	0.019164	-0.004364	0.024201	-0.007257
2.70950000000007	-0.014003	-0.04251	0.006702	0.00555	0.024852	-0.006971	0.024401	-0.013602
2.71000000000007	-0.011941	-0.066956	0.005825	0.004554	0.027839	-0.007471	0.016634	-0.016915
2.71050000000007	-0.009752	-0.093746	0.005355	0.003231	0.020295	-0.005998	0.014557	-0.020452
2.71100000000007	-0.008635	-0.107825	0.006539	7.2e-05	-0.001706	-0.003762	0.015877	-0.026941
2.71150000000007	-0.00879	-0.102076	0.007044	-0.003008	-0.029592	-0.00236	0.013047	-0.033621
2.71200000000007	-0.009237	-0.060123	0.005084	-0.004849	-0.04219	-0.002877	0.007345	-0.035737
2.71250000000007	-0.009209	0.030038	0.00321	-0.005115	-0.029373	-0.004113	0.005827	-0.031869
2.71300000000007	-0.008376	0.136359	0.003266	-0.002555	-0.008221	-0.003814	0.008035	-0.026016
2.71350000000007	-0.006178	0.195242	0.003044	0.001207	-0.001094	-0.002419	0.00303	-0.02391
2.71400000000007	-0.002932	0.179082	0.000895	0.002103	-0.008033	-0.002007	-0.018058	-0.026696
2.71450000000007	-0.000693	0.120783	-0.001535	0.000334	-0.012137	-0.00224	-0.051365	-0.029116
2.71500000000007	-0.000496	0.063282	-0.002879	-0.000561	-0.002872	-0.001713	-0.08412	-0.025449
2.71550000000007	-0.000468	0.019016	-0.003714	-5e-06	0.013958	-0.001027	-0.106318	-0.017581
2.71600000000007	0.000766	-0.01132	-0.003827	0.000793	0.023971	-0.000931	-0.116363	-0.011936
2.71650000000007	0.002493	-0.018469	-0.002673	0.002058	0.017159	-0.000573	-0.115979	-0.009768
2.71700000000007	0.003105	-0.005259	-0.002227	0.003189	-0.004523	0.000677	-0.104606	-0.007655
2.71750000000007	0.000969	0.004141	-0.004477	0.002	-0.031647	0.002655	-0.080443	-0.004509
2.71800000000008	-0.002627	-0.000912	-0.00776	-0.000906	-0.059059	0.00446	-0.042457	-0.002289
2.71850000000008	-0.003791	-7.1e-05	-0.008791	-0.001823	-0.084513	0.003904	0.011115	-0.001547
2.71900000000008	-0.001315	0.021803	-0.005379	-0.000788	-0.094628	0.000878	0.081286	-0.000561
2.71950000000008	0.00195	0.045305	0.002254	-0.001569	-0.073183	-0.001109	0.156478	0.00135
2.72000000000008	0.003037	0.044554	0.010023	-0.003419	-0.034077	-0.000141	0.207559	0.003356
2.72050000000008	0.002303	0.028139	0.012503	-0.002878	-0.018321	0.002075	0.211117	0.004572
2.72100000000008	0.002071	0.025031	0.007972	-0.001007	-0.037351	0.003405	0.176474	0.004805
2.72150000000008	0.001913	0.038406	0.00018	4.3e-05	-0.05004	0.003178	0.137107	0.005601
2.72200000000008	-0.000271	0.043634	-0.005464	0.000642	-0.02263	0.002221	0.114897	0.008607
2.72250000000008	-0.002805	0.029627	-0.007253	0.000188	0.021451	0.001716	0.101046	0.012053
2.72300000000008	-0.002457	0.016027	-0.006799	-0.002189	0.041613	0.001423	0.076013	0.011803
2.72350000000008	0.00013	0.022996	-0.004898	-0.003748	0.040125	-0.000302	0.039191	0.007021
2.72400000000008	0.001992	0.041191	-0.000924	-0.001943	0.049663	-0.003005	0.00859	0.001343
2.72450000000008	0.002429	0.04383	0.004228	0.000567	0.076674	-0.003534	-0.003003	-0.001885
2.72500000000008	0.003359	0.019873	0.00734	0.000726	0.090181	-0.001375	-0.001456	-0.002744
2.72550000000008	0.005536	-0.015459	0.005665	-1.9e-05	0.070545	0.00085	-0.001877	-0.004639
2.72600000000008	0.007225	-0.040977	0.000502	0.00067	0.038258	0.002162	-0.011439	-0.00937
2.72650000000008	0.007251	-0.050846	-0.003194	0.002001	0.022061	0.002893	-0.025356	-0.012958
2.72700000000008	0.006177	-0.053375	-0.003216	0.002264	0.025522	0.001746	-0.038207	-0.012243
2.72750000000008	0.004927	-0.058089	-0.002705	0.001334	0.034276	-0.001675	-0.048111	-0.011341
2.72800000000008	0.004107	-0.069515	-0.004475	-0.000486	0.03579	-0.004159	-0.044965	-0.01427
2.72850000000008	0.003892	-0.089082	-0.006668	-0.002297	0.025997	-0.003337	-0.01197	-0.016789
2.72900000000008	0.004101	-0.113223	-0.005245	-0.00306	0.00992	-0.000674	0.046678	-0.013152
2.72950000000008	0.003391	-0.125378	0.000423	-0.002494	-0.001463	0.001843	0.09304	-0.004279
2.73000000000008	0.001034	-0.101022	0.006537	-0.000949	-0.005038	0.003593	0.090617	0.004756
2.73050000000008	0.000201	-0.035411	0.00941	-0.000143	-0.013235	0.004684	0.046932	0.008817
2.73100000000008	0.002963	0.037366	0.008094	-0.000863	-0.036578	0.004721	0.001809	0.006664
2.73150000000008	0.00531	0.072566	0.003729	-0.002059	-0.06235	0.002991	-0.020144	0.002178
2.73200000000008	0.004075	0.062998	-0.000271	-0.002676	-0.064963	0.000658	-0.025548	-0.001542
2.73250000000008	0.002359	0.039282	-3.1e-05	-0.002063	-0.040094	-0.000489	-0.027683	-0.002844
2.73300000000008	0.003197	0.022646	0.003832	-0.00137	-0.013501	-0.00069	-0.027674	0.003882
2.73350000000008	0.004493	0.004333	0.006597	-0.001661	-0.006899	-0.000684	-0.022728	0.021472
2.73400000000008	0.003705	-0.02065	0.005415	-0.00149	-0.010368	-0.000275	-0.016224	0.03849
2.73450000000008	0.001441	-0.030233	0.001875	6.5e-05	-0.00464	-9.2e-05	-0.012774	0.04025
2.73500000000008	-0.000829	-0.004986	-0.000907	0.001939	0.00702	-0.001359	-0.012108	0.028303
2.73550000000008	-0.001624	0.038949	-0.001875	0.002863	0.010458	-0.003063	-0.011926	0.014204
2.73600000000008	-0.000491	0.065146	-0.001368	0.002869	0.005115	-0.002992	-0.012518	0.001552
2.73650000000008	0.000479	0.056944	0.000295	0.002867	0.000317	-0.001589	-0.014515	-0.01387
2.73700000000008	6.8e-05	0.029873	0.001369	0.00259	0.001011	-0.000888	-0.015365	-0.032187
2.73750000000008	-0.000168	0.008697	0.000554	0.00153	0.004638	-0.000336	-0.013382	-0.047061
2.73800000000008	0.000307	0.003613	-0.000649	0.001081	0.006989	0.001339	-0.010751	-0.054026
2.73850000000008	-0.000159	0.008469	-0.000642	0.001732	0.007366	0.00259	-0.009382	-0.054052
2.73900000000008	-0.002382	0.012872	0.000793	0.001046	0.007718	0.002622	-0.009462	-0.049568
2.73950000000008	-0.005104	0.011946	0.002861	-0.00125	0.010179	0.002994	-0.011304	-0.041166
2.74000000000008	-0.006523	0.008108	0.003658	-0.001627	0.016007	0.00385	-0.013987	-0.028749
2.74050000000008	-0.006888	0.006131	0.002571	0.001128	0.022993	0.004389	-0.015014	-0.014787
2.74100000000008	-0.008089	0.005792	0.001406	0.003797	0.024874	0.004684	-0.013983	-0.003779
2.74150000000008	-0.00934	0.002428	0.000594	0.003294	0.017806	0.004105	-0.013327	0.00072
2.74200000000008	-0.008574	-0.005012	-0.001844	0.001257	0.005063	0.00189	-0.014191	-0.000788
2.74250000000008	-0.006761	-0.011697	-0.005342	0.001869	-0.006018	-0.00076	-0.014866	-0.002403
2.74300000000008	-0.005172	-0.013234	-0.005888	0.00463	-0.009328	-0.00206	-0.013876	0.001038
2.74350000000008	-0.003276	-0.011121	-0.002153	0.005253	-0.005435	-0.001742	-0.011612	0.007978
2.74400000000008	-0.000926	-0.010117	0.002257	0.002754	-0.000398	-0.000856	-0.009169	0.013949
2.74450000000008	0.000691	-0.011802	0.004462	-1.4e-05	0.002401	4.1e-05	-0.008772	0.018273
2.74500000000008	0.000426	-0.014412	0.005382	-0.000381	0.003538	0.001717	-0.012551	0.024604
2.74550000000008	-0.000539	-0.017811	0.006136	0.001362	0.004178	0.003486	-0.01767	0.034988
2.74600000000008	-4.2e-05	-0.023209	0.007185	0.00269	0.005582	0.002575	-0.018047	0.045828
2.74650000000008	0.00267	-0.028994	0.008714	0.002075	0.007699	-0.000913	-0.012576	0.05193
2.74700000000008	0.007528	-0.031619	0.008043	0.00048	0.008468	-0.003187	-0.00595	0.052492
2.74750000000008	0.012649	-0.029307	0.003282	-0.000362	0.006528	-0.00192	-0.002172	0.051384
2.74800000000009	0.013776	-0.024376	-0.002058	-0.000664	0.003373	0.001667	-0.002027	0.051046
2.74850000000009	0.009236	-0.023178	-0.004509	-0.001017	0.00116	0.003709	-0.004812	0.048987
2.74900000000009	0.003376	-0.028876	-0.00538	-0.00048	-0.000888	0.001239	-0.008572	0.04166
2.74950000000009	0.001304	-0.033799	-0.007008	0.000217	-0.004978	-0.002934	-0.01066	0.027361
2.75000000000009	0.003063	-0.027351	-0.008377	-0.000742	-0.010593	-0.004299	-0.010868	0.007938
2.75050000000009	0.004942	-0.010459	-0.006862	-0.002115	-0.014404	-0.003513	-0.010805	-0.0106
2.75100000000009	0.003409	0.006443	-0.003288	-0.002	-0.013926	-0.002802	-0.009986	-0.023965
2.75150000000009	-0.001575	0.015374	-0.001135	-0.001616	-0.010478	-0.001468	-0.007	-0.033609
2.75200000000009	-0.006096	0.013854	-0.001465	-0.002041	-0.008055	0.000508	-0.00488	-0.041268
2.75250000000009	-0.006356	0.003746	-0.002873	-0.001752	-0.008199	0.000962	-0.01216	-0.044673
2.75300000000009	-0.002378	-0.007967	-0.004501	-0.000386	-0.00776	-0.000226	-0.033201	-0.042234
2.75350000000009	0.001782	-0.013555	-0.005988	0.000197	-0.004737	-0.001259	-0.061171	-0.036317
2.75400000000009	0.00251	-0.009147	-0.006096	-0.001659	-0.00198	-0.001732	-0.089813	-0.032299
2.75450000000009	0.000658	0.007001	-0.004584	-0.004844	-0.002054	-0.002133	-0.123065	-0.036059
2.75500000000009	-0.001354	0.031461	-0.003739	-0.004733	-0.004369	-0.002942	-0.159124	-0.043829
2.75550000000009	-0.001789	0.049778	-0.005086	-0.000479	-0.007447	-0.003954	-0.17466	-0.041476
2.75600000000009	-0.000131	0.046016	-0.00677	0.002106	-0.008924	-0.003958	-0.147195	-0.023926
2.75650000000009	0.001384	0.020952	-0.005506	3.2e-05	-0.007336	-0.003089	-0.088191	-0.00318
2.75700000000009	0.000476	-0.007243	-0.000618	-0.003344	-0.005724	-0.002614	-0.022144	0.008258
2.75750000000009	-0.002977	-0.021416	0.004348	-0.004638	-0.007091	-0.002251	0.059552	0.011371
2.75800000000009	-0.007163	-0.019147	0.004911	-0.004367	-0.00915	-0.001051	0.175918	0.014284
2.75850000000009	-0.008637	-0.01129	3.2e-05	-0.004195	-0.008635	0.000524	0.290083	0.019117
2.75900000000009	-0.006273	-0.012248	-0.0055	-0.0044	-0.005973	0.001444	0.319795	0.020546
2.75950000000009	-0.00324	-0.027999	-0.005076	-0.004937	-0.003588	0.001398	0.230131	0.015574
2.76000000000009	-0.002455	-0.050167	0.000793	-0.004365	-0.002646	0.000289	0.083076	0.009502
2.76050000000009	-0.003036	-0.062812	0.006014	-0.001337	-0.002042	-0.001242	-0.024574	0.008013
2.76100000000009	-0.002985	-0.057163	0.008111	0.001877	-0.000555	-0.001853	-0.057761	0.009269
2.76150000000009	-0.003278	-0.040617	0.008035	0.003373	0.000878	-0.001902	-0.057947	0.009422
2.76200000000009	-0.00555	-0.029341	0.00618	0.004057	0.000437	-0.003088	-0.066217	0.008802
2.76250000000009	-0.007237	-0.033868	0.003699	0.003483	-0.002108	-0.005457	-0.060486	0.008464
2.76300000000009	-0.004523	-0.053945	0.001996	0.000699	-0.004934	-0.006663	0.012233	0.007998
2.76350000000009	0.001461	-0.082157	-5e-05	-0.002155	-0.005729	-0.005138	0.154388	0.01067
2.76400000000009	0.006543	-0.104671	-0.003175	-0.002763	-0.003932	-0.002766	0.290323	0.021037
2.76450000000009	0.008793	-0.097035	-0.005282	-0.001955	-0.001453	-0.001456	0.327064	0.035303
2.76500000000009	0.008264	-0.031977	-0.004797	-0.001462	9.5e-05	-9e-05	0.236287	0.043801
2.76550000000009	0.005575	0.093635	-0.002314	-0.00159	0.000783	0.00254	0.072913	0.041632
2.76600000000009	0.00254	0.23564	-0.000605	-0.001989	-0.0003	0.005986	-0.077097	0.033045
2.76650000000009	0.000893	0.317649	-0.003336	-0.002348	-0.003164	0.009136	-0.159682	0.025806
2.76700000000009	0.000217	0.290087	-0.009842	-0.001993	-0.004789	0.009882	-0.167764	0.021356
2.76750000000009	-0.000873	0.179051	-0.014258	-0.000863	-0.004515	0.006382	-0.115603	0.014914
2.76800000000009	-0.00221	0.065839	-0.012478	0.000282	-0.005277	0.000426	-0.032015	0.003578
2.76850000000009	-0.003101	0.013303	-0.006523	0.001517	-0.008009	-0.003484	0.028298	-0.01066
2.76900000000009	-0.004164	0.015645	-0.00105	0.002561	-0.009817	-0.002872	0.01676	-0.02361
2.76950000000009	-0.005836	0.023547	0.002043	0.002357	-0.007773	0.000455	-0.05593	-0.032453
2.77000000000009	-0.007253	0.007949	0.005018	0.001873	-0.003167	0.001748	-0.133058	-0.037306
2.77050000000009	-0.006421	-0.015846	0.010627	0.0024	0.000664	-0.001828	-0.178525	-0.039701
2.77100000000009	-0.002269	-0.02136	0.016832	0.002875	0.003961	-0.00665	-0.206909	-0.039393
2.77150000000009	0.002312	-0.00916	0.017459	0.002791	0.010137	-0.007049	-0.258741	-0.03417
2.77200000000009	0.003434	-0.002004	0.009979	0.003491	0.020396	-0.003534	-0.358314	-0.023683
2.77250000000009	0.001191	-0.011668	-6.9e-05	0.005278	0.030921	-0.001181	-0.458838	-0.011163
2.77300000000009	-0.001002	-0.028893	-0.004345	0.005836	0.036304	-0.001638	-0.418745	-0.001205
2.77350000000009	-0.000955	-0.043603	-0.001099	0.003193	0.035096	-0.002195	-0.129966	0.003518
2.77400000000009	-5.7e-05	-0.056296	0.002976	5e-05	0.031655	-0.000655	0.26729	0.00406
2.77450000000009	0.000304	-0.067006	0.002573	7.3e-05	0.032311	0.003088	0.429506	0.003201
2.77500000000009	0.000731	-0.066531	9.4e-05	0.00169	0.038156	0.007556	0.202101	0.00114
2.77550000000009	0.001227	-0.047504	-0.000814	0.002413	0.042629	0.01043	-0.144851	-0.003984
2.77600000000009	0.000966	-0.019525	-0.001259	0.003694	0.038485	0.010583	-0.222189	-0.00993
2.77650000000009	0.000194	-0.00304	-0.003867	0.005503	0.027537	0.008962	0.028723	-0.012106
2.77700000000009	0.00018	-0.009722	-0.007763	0.00502	0.019272	0.007057	0.332846	-0.010007
2.77750000000009	0.001513	-0.03364	-0.009681	0.003374	0.01713	0.004936	0.450463	-0.004783
2.7780000000001	0.003686	-0.05708	-0.00886	0.003367	0.015446	0.002061	0.394519	0.000968
2.7785000000001	0.005355	-0.062966	-0.007563	0.003903	0.010338	-0.000985	0.304555	0.0022
2.7790000000001	0.005021	-0.042434	-0.007073	0.003467	0.000657	-0.002582	0.253085	-0.001731
2.7795000000001	0.00351	0.004374	-0.006117	0.002684	-0.018393	-0.001009	0.220969	-0.006752
2.7800000000001	0.002942	0.061803	-0.003392	0.001658	-0.051152	0.002646	0.173951	-0.009978
2.7805000000001	0.003186	0.096487	0.000285	0.000215	-0.089039	0.004407	0.098501	-0.010717
2.7810000000001	0.002843	0.0827	0.003352	0.000462	-0.108986	0.003318	-0.00111	-0.009689
2.7815000000001	0.002066	0.032259	0.005017	0.002277	-0.095292	0.002188	-0.097822	-0.007858
2.7820000000001	0.001885	-0.018601	0.004665	0.001482	-0.058946	0.001835	-0.156409	-0.004217
2.7825000000001	0.002256	-0.050886	0.002712	-0.001727	-0.022851	0.00064	-0.16933	0.003408
2.7830000000001	0.002839	-0.070805	0.001431	-0.003492	0.004484	-0.001049	-0.151287	0.015013
2.7835000000001	0.003137	-0.084066	0.001892	-0.002307	0.025503	-0.001382	-0.101329	0.028532
2.7840000000001	0.002457	-0.089974	0.002244	0.001	0.035915	-0.00047	-0.011325	0.039909
