Time	L_BF	L_GAL	L_TA	L_VL	R_BF	R_GAL	R_TA	R_VL
1.13549999999993	0.012491	-0.005348	-0.0833	0.001322	0.001126	-0.056683	0.011856	0.003949
1.13599999999993	0.011015	-0.006488	-0.074983	0.002582	0.002352	-0.057142	0.011138	0.00788
1.13649999999993	0.010563	-0.006189	-0.078376	0.001917	0.00321	-0.017495	0.010927	0.008975
1.13699999999993	0.010751	-0.004729	-0.089011	-0.001679	0.002074	0.053359	0.009247	0.006346
1.13749999999993	0.010337	-0.002969	-0.098475	-0.006698	9.1e-05	0.119313	0.006057	0.003069
1.13799999999993	0.009106	-0.002257	-0.101522	-0.011512	-0.001082	0.142379	0.002799	0.00114
1.13849999999993	0.007529	-0.002252	-0.094484	-0.013789	-0.001525	0.113939	-0.000213	0.000508
1.13899999999993	0.006954	-0.000915	-0.070331	-0.012918	-0.00069	0.060739	-0.002764	0.00086
1.13949999999993	0.007468	0.002266	-0.018657	-0.012257	0.001684	0.019748	-0.003705	0.001756
1.13999999999993	0.006636	0.005176	0.060882	-0.013303	0.002894	0.009187	-0.003748	0.002129
1.14049999999993	0.004432	0.006178	0.140414	-0.013419	0.000653	0.019152	-0.00458	0.001276
1.14099999999993	0.005051	0.006318	0.177695	-0.011319	-0.003291	0.027783	-0.005519	0.00049
1.14149999999993	0.009732	0.006874	0.159767	-0.0081	-0.00534	0.026578	-0.004866	0.00201
1.14199999999993	0.013142	0.007141	0.112479	-0.005356	-0.004145	0.023251	-0.002048	0.005444
1.14249999999993	0.011005	0.006222	0.061662	-0.004538	-0.001861	0.018549	0.002181	0.007164
1.14299999999993	0.005949	0.004654	0.013266	-0.004466	-0.001477	0.00151	0.005647	0.004636
1.14349999999993	0.003	0.003239	-0.025557	-0.00391	-0.003358	-0.017607	0.00622	-0.000637
1.14399999999993	0.003751	0.001905	-0.039834	-0.004275	-0.004731	-0.000682	0.004331	-0.004749
1.14449999999993	0.005532	0.000214	-0.029746	-0.005103	-0.003235	0.060876	0.002928	-0.004264
1.14499999999993	0.004792	-0.00163	-0.01496	-0.005384	-0.000214	0.1102	0.003947	0.000617
1.14549999999993	0.001829	-0.002833	-0.010307	-0.006213	0.001362	0.086521	0.006711	0.005065
1.14599999999993	1.5e-05	-0.002989	-0.011715	-0.006515	0.000795	0.004876	0.009596	0.004463
1.14649999999993	0.000897	-0.002307	-0.008303	-0.00385	-0.000972	-0.063803	0.010343	-0.000286
1.14699999999993	0.003854	-0.00074	0.000962	0.000268	-0.00253	-0.078526	0.007082	-0.004728
1.14749999999993	0.007566	0.0015	0.009237	0.002125	-0.001549	-0.058759	0.000823	-0.006289
1.14799999999993	0.009748	0.002259	0.013453	0.001797	0.00129	-0.03963	-0.005031	-0.004648
1.14849999999993	0.009348	0.000477	0.013195	0.001638	0.002104	-0.032937	-0.007984	-0.000844
1.14899999999993	0.007066	-0.000983	0.004364	0.001792	0.000633	-0.035373	-0.008793	0.00232
1.14949999999993	0.002627	-0.000353	-0.014873	0.002369	-0.00017	-0.044305	-0.009598	0.003186
1.14999999999993	-0.003732	0.000907	-0.036504	0.00425	0.000801	-0.052907	-0.010828	0.002378
1.15049999999993	-0.010079	0.001826	-0.049235	0.006247	0.003074	-0.050237	-0.01251	0.000534
1.15099999999993	-0.016387	0.002544	-0.049821	0.006402	0.005596	-0.03582	-0.015849	-0.002217
1.15149999999993	-0.024568	0.003009	-0.043742	0.004974	0.006296	-0.020242	-0.019689	-0.004971
1.15199999999993	-0.033605	0.002627	-0.039488	0.003344	0.004735	-0.008899	-0.019289	-0.006396
1.15249999999993	-0.038421	0.001053	-0.045947	0.002008	0.00328	-0.001024	-0.012359	-0.006559
1.15299999999993	-0.03499	-0.000834	-0.066286	0.001865	0.0031	-0.002233	-0.002412	-0.006057
1.15349999999993	-0.024645	-0.001127	-0.08632	0.003853	0.003295	-0.014971	0.005332	-0.006055
1.15399999999993	-0.012827	0.000922	-0.079022	0.007637	0.003482	-0.022084	0.008562	-0.007917
1.15449999999993	-0.004134	0.002877	-0.030685	0.012747	0.00429	-0.005534	0.008985	-0.009841
1.15499999999993	0.000801	0.002032	0.044003	0.017093	0.006199	0.026933	0.00932	-0.009406
1.15549999999993	0.00289	-0.001679	0.115629	0.017786	0.007655	0.053146	0.009164	-0.007178
1.15599999999993	0.001974	-0.006619	0.159292	0.015311	0.006684	0.062825	0.006582	-0.004155
1.15649999999993	-0.001868	-0.010685	0.161022	0.012317	0.004373	0.058923	0.003426	-0.0002
1.15699999999993	-0.006832	-0.012715	0.121682	0.01041	0.002547	0.046061	0.003331	0.003454
1.15749999999993	-0.011712	-0.013103	0.064449	0.009372	0.000831	0.02971	0.005402	0.004413
1.15799999999993	-0.017163	-0.013163	0.025362	0.008023	-0.00078	0.017187	0.00609	0.003328
1.15849999999993	-0.021548	-0.014287	0.019569	0.003564	-0.001089	0.012557	0.003779	0.002563
1.15899999999993	-0.021698	-0.015687	0.023598	-0.00892	-0.000388	0.013571	-0.001257	0.002613
1.15949999999993	-0.017518	-0.013058	0.00589	-0.02913	0.000374	0.014215	-0.006134	0.002738
1.15999999999993	-0.009464	-0.00407	-0.031103	-0.045058	0.000499	0.010174	-0.006014	0.002144
1.16049999999993	0.004	0.006872	-0.056097	-0.042539	-0.001578	0.002839	-0.000726	0.001894
1.16099999999993	0.022763	0.015797	-0.053685	-0.022961	-0.005399	-0.00229	0.003477	0.002653
1.16149999999993	0.039814	0.023252	-0.04229	-0.001264	-0.00758	-0.003658	0.002682	0.001891
1.16199999999993	0.042626	0.026365	-0.041831	0.01333	-0.007002	-0.006748	-0.000414	-0.001018
1.16249999999993	0.027091	0.019624	-0.046136	0.021136	-0.005743	-0.014604	-0.001685	-0.003685
1.16299999999993	0.007212	0.005869	-0.040343	0.022746	-0.004547	-0.022888	0.000304	-0.005745
1.16349999999993	0.000595	-0.005063	-0.025835	0.017187	-0.003016	-0.02803	0.003051	-0.007966
1.16399999999993	0.007511	-0.008453	-0.012978	0.005474	-0.002443	-0.031747	0.002466	-0.009084
1.16449999999993	0.01436	-0.007365	-0.00375	-0.008822	-0.003053	-0.034785	-0.001276	-0.008015
1.16499999999993	0.012987	-0.00577	0.00593	-0.021166	-0.00266	-0.034498	-0.003977	-0.005871
1.16549999999993	0.00678	-0.004771	0.015595	-0.027215	-0.000992	-0.030939	-0.0033	-0.004023
1.16599999999993	0.002648	-0.003346	0.022027	-0.026751	0.000484	-0.027907	-0.000877	-0.003108
1.16649999999993	0.00362	-0.000828	0.027279	-0.023852	0.001811	-0.02912	0.000142	-0.003
1.16699999999993	0.007233	0.001469	0.037374	-0.020144	0.003096	-0.034544	-0.002016	-0.002782
1.16749999999993	0.008755	0.002118	0.055114	-0.013468	0.003931	-0.036726	-0.007067	-0.001821
1.16799999999993	0.004367	0.001177	0.075709	-0.001684	0.004625	-0.028168	-0.012304	-0.00026
1.16849999999993	-0.008691	4.3e-05	0.087865	0.01497	0.004893	-0.013567	-0.013267	0.001651
1.16899999999993	-0.029085	0.000763	0.082964	0.032895	0.004418	-0.003174	-0.008862	0.003079
1.16949999999993	-0.045862	0.003312	0.063663	0.04684	0.004282	0.004846	-0.003347	0.002156
1.16999999999993	-0.044785	0.005014	0.040302	0.054079	0.004075	0.022611	-2.8e-05	5e-05
1.17049999999993	-0.0249	0.005131	0.018209	0.054975	0.001788	0.050688	0.002486	0.000426
1.17099999999993	-0.002625	0.005653	-0.008965	0.048494	-0.001161	0.070457	0.005036	0.00157
1.17149999999993	0.005232	0.006407	-0.051066	0.033227	-0.001532	0.065384	0.005277	2.2e-05
1.17199999999993	0.000665	0.005936	-0.110242	0.012953	0.000147	0.041921	0.003076	-0.001451
1.17249999999993	-0.000594	0.005232	-0.174743	-0.004509	0.001202	0.021041	0.001528	-2.4e-05
1.17299999999993	0.007069	0.005047	-0.21877	-0.013301	-0.000157	0.012642	0.002203	0.002244
1.17349999999993	0.01335	0.005017	-0.217578	-0.013422	-0.003791	0.009417	0.003661	0.004389
1.17399999999993	0.010062	0.006586	-0.167561	-0.007944	-0.005975	0.004523	0.00295	0.007844
1.17449999999993	0.0014	0.010436	-0.084782	0.001216	-0.00375	0.001315	-0.000702	0.011484
1.17499999999993	-0.004586	0.01398	0.012918	0.010665	-0.000531	0.003588	-0.003964	0.012465
1.17549999999993	-0.006502	0.014753	0.107328	0.014685	-0.000482	0.00737	-0.003823	0.010358
1.17599999999993	-0.008227	0.012126	0.166583	0.011195	-0.00197	0.007233	-0.000993	0.007224
1.17649999999993	-0.010709	0.006579	0.158941	0.003764	-0.001626	0.003723	0.001532	0.005203
1.17699999999993	-0.011482	0.000281	0.089583	-0.003812	0.000542	0.001025	0.00175	0.00436
1.17749999999993	-0.009797	-0.004853	0.00257	-0.011812	0.001953	0.00102	0.000871	0.003974
1.17799999999993	-0.007103	-0.009504	-0.057845	-0.023253	0.000909	0.002155	0.000888	0.00514
1.17849999999993	-0.004673	-0.013443	-0.07185	-0.040758	-0.00132	0.003123	0.001515	0.007926
1.17899999999993	-0.002812	-0.014354	-0.037198	-0.064347	-0.002628	0.002784	0.001664	0.009787
1.17949999999993	-0.001222	-0.012102	0.036226	-0.091078	-0.002815	-0.000432	0.001349	0.009822
1.17999999999993	0.000639	-0.008542	0.116172	-0.114735	-0.002454	-0.003923	0.000912	0.009242
1.18049999999993	0.003163	-0.005818	0.154162	-0.125662	-0.001895	-0.003705	0.001026	0.008884
1.18099999999993	0.005948	-0.005935	0.125308	-0.119133	-0.001875	-0.001322	0.002428	0.00932
1.18149999999993	0.007814	-0.008024	0.055464	-0.101585	-0.002329	-0.000434	0.003451	0.010497
1.18199999999993	0.008245	-0.008638	-0.004955	-0.078714	-0.001594	-0.001741	0.002042	0.010569
1.18249999999993	0.007569	-0.006285	-0.02986	-0.04744	0.000804	-0.003803	-0.000345	0.007758
1.18299999999993	0.005953	-0.00309	-0.032903	-0.007774	0.002756	-0.004707	-0.001411	0.003365
1.18349999999993	0.004382	-0.001011	-0.039567	0.031024	0.002847	-0.00372	-0.000853	0.000765
1.18399999999993	0.003152	0.00014	-0.056601	0.062762	0.001766	-0.002085	0.000983	0.002289
1.18449999999993	0.000777	0.000727	-0.070362	0.088369	0.000648	-0.000793	0.004011	0.006023
1.18499999999993	-0.001234	0.001182	-0.066492	0.105967	-0.000452	0.000446	0.007473	0.006215
1.18549999999992	0.000108	0.00119	-0.047674	0.112985	-0.002395	0.001143	0.009452	0.001597
1.18599999999992	0.003473	-0.000421	-0.033896	0.113059	-0.004514	0.000262	0.008606	-0.002074
1.18649999999992	0.006338	-0.002924	-0.043435	0.110212	-0.005084	-0.001983	0.005	-0.001758
1.18699999999992	0.00824	-0.004283	-0.066979	0.104302	-0.003599	-0.0049	0.00015	-0.001315
1.18749999999992	0.008939	-0.003346	-0.067047	0.095557	-0.001253	-0.008367	-0.002584	-0.003403
1.18799999999992	0.008474	-0.000775	-0.018422	0.085188	-0.000443	-0.011411	-0.002019	-0.004336
1.18849999999992	0.007676	0.001074	0.058145	0.071442	-0.001297	-0.012623	-0.002311	-0.001593
1.18899999999992	0.007164	0.000484	0.122685	0.054029	-0.001559	-0.01307	-0.006531	0.001151
1.18949999999992	0.007476	-0.001501	0.166249	0.036454	-0.001137	-0.01327	-0.010351	0.000583
1.18999999999992	0.00891	-0.002216	0.2034	0.019151	-0.000695	-0.010564	-0.00764	-0.002338
1.19049999999992	0.010229	-0.001323	0.223248	0.000556	0.000146	-0.005172	0.000751	-0.004428
1.19099999999992	0.010684	-0.001149	0.189995	-0.018273	0.000117	-0.001102	0.007289	-0.004035
1.19149999999992	0.011345	-0.002341	0.093755	-0.035957	-0.001766	0.000255	0.005841	-0.003269
1.19199999999992	0.011649	-0.002954	-0.035036	-0.053622	-0.00363	0.000536	-0.001422	-0.003736
1.19249999999992	0.010013	-0.00117	-0.16255	-0.074357	-0.003551	0.000738	-0.006943	-0.004176
1.19299999999992	0.007763	0.002792	-0.270954	-0.096446	-0.001614	0.000421	-0.007039	-0.003705
1.19349999999992	0.007203	0.005733	-0.34326	-0.108012	0.000888	-0.000708	-0.004668	-0.003174
1.19399999999992	0.007586	0.003838	-0.366689	-0.097774	0.002504	-0.002062	-0.003104	-0.00376
1.19449999999992	0.006465	-0.001492	-0.359266	-0.070604	0.002769	-0.002879	-0.001312	-0.00599
1.19499999999992	0.003856	-0.004115	-0.358297	-0.040907	0.002838	-0.002762	0.001759	-0.009382
1.19549999999992	0.001528	-0.002019	-0.364888	-0.011779	0.00389	-0.002634	0.003417	-0.011421
1.19599999999992	-0.000545	0.000548	-0.327402	0.022904	0.005247	-0.003558	0.001803	-0.010058
1.19649999999992	-0.003228	0.000467	-0.205246	0.060362	0.005435	-0.00458	-0.001167	-0.00732
1.19699999999992	-0.006251	-0.0011	-0.02969	0.089411	0.004046	-0.004559	-0.003438	-0.005637
1.19749999999992	-0.009066	-0.001693	0.128314	0.101584	0.001586	-0.003403	-0.004713	-0.004413
1.19799999999992	-0.011132	-0.000564	0.234999	0.095123	-0.000529	-0.00175	-0.005147	-0.003608
1.19849999999992	-0.011482	0.000562	0.303208	0.074608	-0.000753	-0.001219	-0.00455	-0.004612
1.19899999999992	-0.010237	0.000182	0.340824	0.047869	-0.000383	-0.001887	-0.002889	-0.006359
1.19949999999992	-0.00956	-0.000639	0.346934	0.021385	-0.001861	-0.001844	-0.001628	-0.006697
1.19999999999992	-0.010237	-0.000373	0.364028	-0.000597	-0.004183	-0.001245	-0.002068	-0.005879
1.20049999999992	-0.009974	0.001078	0.458972	-0.01566	-0.005078	-0.001873	-0.002719	-0.004523
1.20099999999992	-0.007688	0.003518	0.60906	-0.028692	-0.004437	-0.003317	-0.002318	-0.002557
1.20149999999992	-0.00519	0.006474	0.669147	-0.05141	-0.002971	-0.004465	-0.002027	-0.001285
1.20199999999992	-0.004317	0.00868	0.516471	-0.085984	-0.001715	-0.005802	-0.002126	-0.001403
1.20249999999992	-0.005402	0.009183	0.197759	-0.115728	-0.001272	-0.007105	-0.001499	-0.001266
1.20299999999992	-0.007878	0.007865	-0.119219	-0.121287	-0.000288	-0.006994	0.00013	-0.00082
1.20349999999992	-0.010864	0.005014	-0.321275	-0.101581	0.001343	-0.005268	0.002243	-0.001636
1.20399999999992	-0.012561	0.001919	-0.424079	-0.070661	0.001235	-0.002832	0.003843	-0.002823
1.20449999999992	-0.011385	0.001085	-0.474943	-0.037998	-0.001019	-0.000964	0.003803	-0.003209
1.20499999999992	-0.008124	0.003318	-0.462172	-0.002673	-0.003266	-0.000714	0.002122	-0.00405
1.20549999999992	-0.004219	0.005653	-0.368109	0.034215	-0.003668	-0.000912	2.6e-05	-0.005688
1.20599999999992	0.000341	0.005144	-0.234035	0.062952	-0.002335	0.000803	-0.000989	-0.006237
1.20649999999992	0.005412	0.002908	-0.097916	0.075186	-0.001626	0.00428	-0.000172	-0.005536
1.20699999999992	0.009466	0.001206	0.062371	0.072719	-0.002061	0.00722	0.001869	-0.005864
1.20749999999992	0.010985	-0.000394	0.24435	0.062488	-0.000818	0.007608	0.003936	-0.007267
1.20799999999992	0.0101	-0.002679	0.351305	0.049444	0.001933	0.004619	0.005505	-0.006465
1.20849999999992	0.008313	-0.004044	0.298211	0.035474	0.00307	0.000911	0.006953	-0.002513
1.20899999999992	0.006187	-0.002505	0.137147	0.022424	0.003326	0.001531	0.00845	0.000676
1.20949999999992	0.003134	0.00079	-0.002025	0.014183	0.005266	0.006177	0.009452	0.000915
1.20999999999992	0.000559	0.002184	-0.060675	0.011267	0.007568	0.008848	0.009495	0.001043
1.21049999999992	0.001783	0.000864	-0.077173	0.008765	0.0076	0.007173	0.007518	0.00293
1.21099999999992	0.006932	-0.000573	-0.094943	0.003437	0.005559	0.003715	0.002444	0.004977
1.21149999999992	0.011112	-0.002058	-0.109451	-0.005191	0.002352	0.000107	-0.003857	0.005095
1.21199999999992	0.010301	-0.005038	-0.100899	-0.018875	-0.00164	-0.002547	-0.007526	0.002236
1.21249999999992	0.00602	-0.007251	-0.071232	-0.036309	-0.005067	-0.00225	-0.007165	-0.001777
1.21299999999992	0.001563	-0.00667	-0.036233	-0.04891	-0.00747	0.00067	-0.004822	-0.002829
1.21349999999992	-0.001855	-0.005269	-0.005952	-0.05113	-0.008656	0.003763	-0.002567	-0.000923
1.21399999999992	-0.004171	-0.005224	0.017179	-0.047917	-0.00694	0.005234	-0.001634	-0.000674
1.21449999999992	-0.005783	-0.006118	0.034326	-0.044576	-0.00276	0.003787	-0.003484	-0.003352
1.21499999999992	-0.006343	-0.00528	0.049672	-0.03956	0.001187	0.000182	-0.00684	-0.005623
1.21549999999992	-0.004657	-0.001454	0.06557	-0.028715	0.003608	-0.002399	-0.007813	-0.005492
1.21599999999992	-0.001552	0.002817	0.074615	-0.009878	0.004643	-0.002383	-0.005763	-0.004181
1.21649999999992	0.000667	0.005445	0.064359	0.01275	0.004568	0.000278	-0.003256	-0.002967
1.21699999999992	0.001575	0.006883	0.03103	0.029309	0.00444	0.005876	-0.000677	-0.00141
1.21749999999992	0.002701	0.007704	-0.018008	0.034193	0.006103	0.011959	0.002883	0.000852
1.21799999999992	0.005026	0.00788	-0.067591	0.030393	0.008725	0.013307	0.005062	0.0027
1.21849999999992	0.007321	0.007932	-0.096755	0.022661	0.009193	0.008049	0.002421	0.00237
1.21899999999992	0.007443	0.008688	-0.094574	0.0146	0.00704	0.000386	-0.003671	0.000263
1.21949999999992	0.006475	0.008814	-0.078793	0.009514	0.004322	-0.003268	-0.007041	-0.000675
1.21999999999992	0.008167	0.006232	-0.082098	0.006217	0.003095	5.8e-05	-0.00379	0.000295
1.22049999999992	0.011975	0.001288	-0.113473	0.00267	0.003907	0.005977	0.002714	0.001228
1.22099999999992	0.013441	-0.004191	-0.145211	0.002406	0.00462	0.007215	0.006332	0.00126
1.22149999999992	0.011611	-0.00787	-0.145306	0.006319	0.003137	0.00372	0.004991	0.000532
1.22199999999992	0.009352	-0.007974	-0.112554	0.007758	0.000404	0.001162	0.001025	-0.000733
1.22249999999992	0.008596	-0.005792	-0.072607	0.001936	-0.001476	0.000552	-0.002327	-0.001537
1.22299999999992	0.008919	-0.005744	-0.048021	-0.007867	-0.00126	-0.001029	-0.003167	-0.000475
1.22349999999992	0.008615	-0.010443	-0.039885	-0.014733	0.001085	-0.002784	-0.001698	0.001452
1.22399999999992	0.005763	-0.017157	-0.036441	-0.014593	0.002984	-0.001794	0.000796	0.001854
1.22449999999992	0.000635	-0.021881	-0.031329	-0.008852	0.002218	0.001163	0.003687	0.001978
1.22499999999992	-0.00378	-0.023821	-0.027875	-0.003056	0.000971	0.00272	0.006288	0.003972
1.22549999999992	-0.00627	-0.025787	-0.026048	-0.001027	0.001203	0.001565	0.006904	0.006096
1.22599999999992	-0.007305	-0.029525	-0.011135	-0.001767	0.001938	-0.000931	0.004346	0.005881
1.22649999999992	-0.004993	-0.029331	0.030569	-0.003878	0.002921	-0.003208	0.00049	0.003607
1.22699999999992	0.000514	-0.017267	0.086612	-0.006951	0.004057	-0.004646	-0.001078	0.001369
1.22749999999992	0.003398	0.00351	0.128209	-0.008026	0.004204	-0.004957	0.000124	0.001031
1.22799999999992	-0.001084	0.016553	0.139928	-0.004216	0.003187	-0.004018	0.002209	0.002904
1.22849999999992	-0.011331	0.007761	0.122964	0.001337	0.002262	-0.002245	0.004382	0.00493
1.22899999999992	-0.021545	-0.016702	0.080852	0.002862	0.001762	-0.001025	0.00628	0.004891
1.22949999999992	-0.026016	-0.034705	0.023722	-0.001212	0.000281	-0.001504	0.007159	0.003982
1.22999999999992	-0.022978	-0.03308	-0.018657	-0.008306	-0.0017	-0.001951	0.006037	0.004162
1.23049999999992	-0.016844	-0.020171	-0.014038	-0.01368	-0.001961	-0.000173	0.002016	0.004039
1.23099999999992	-0.014864	-0.01043	0.034367	-0.012912	-0.001371	0.002476	-0.003331	0.001879
1.23149999999992	-0.019716	-0.006564	0.083607	-0.005595	-0.002311	0.003858	-0.005999	-0.000497
1.23199999999992	-0.026196	-0.001613	0.092173	0.002482	-0.0044	0.004022	-0.00482	-0.000491
1.23249999999992	-0.026254	0.007486	0.057912	0.001138	-0.005718	0.003845	-0.002545	0.000904
1.23299999999992	-0.018584	0.014826	0.012905	-0.012927	-0.005536	0.003518	-0.001042	0.001137
1.23349999999992	-0.009968	0.017808	-0.013173	-0.029103	-0.004626	0.002076	0.000282	0.000734
1.23399999999992	-0.005706	0.026936	-0.018133	-0.035146	-0.004	-0.001345	0.002326	0.001398
1.23449999999992	-0.004634	0.05072	-0.016248	-0.028202	-0.004084	-0.005227	0.004448	0.002642
1.23499999999992	-0.003042	0.076777	-0.014858	-0.012245	-0.004662	-0.006015	0.005912	0.00341
1.23549999999992	0.001001	0.082585	-0.011782	0.005402	-0.0052	-0.002658	0.007644	0.00327
1.23599999999992	0.006018	0.061986	-0.006445	0.018298	-0.005315	0.001249	0.0092	0.002792
1.23649999999992	0.009348	0.030733	-0.002127	0.027127	-0.005115	0.002121	0.007611	0.003882
1.23699999999992	0.010546	0.008678	-0.000418	0.037341	-0.005241	-0.000224	0.001338	0.006608
1.23749999999992	0.010618	0.001549	0.001401	0.049458	-0.00541	-0.003551	-0.006915	0.00779
1.23799999999992	0.010108	-0.000603	0.006231	0.057978	-0.004501	-0.005579	-0.010853	0.00623
1.23849999999992	0.009461	-0.007166	0.012253	0.058148	-0.003557	-0.005653	-0.007132	0.004705
1.23899999999992	0.008948	-0.015696	0.01589	0.048695	-0.004629	-0.003791	-0.001239	0.004248
1.23949999999992	0.008088	-0.020277	0.01694	0.033567	-0.006841	-0.000928	-2.3e-05	0.003097
1.23999999999992	0.007061	-0.01908	0.017531	0.020833	-0.007945	0.000546	-0.001955	0.001006
1.24049999999992	0.007024	-0.011527	0.018855	0.015155	-0.007431	-0.000475	-0.001034	-0.000798
1.24099999999992	0.007517	0.002983	0.020693	0.014538	-0.005841	-0.002276	0.004051	-0.002143
1.24149999999992	0.006666	0.022553	0.02184	0.014005	-0.004397	-0.002761	0.00877	-0.003716
1.24199999999992	0.00414	0.039714	0.020658	0.009574	-0.004383	-0.002319	0.008862	-0.004805
1.24249999999992	0.000965	0.044064	0.016519	0.000784	-0.005061	-0.002264	0.0048	-0.003818
1.24299999999992	-0.002076	0.030903	0.00985	-0.008333	-0.005388	-0.002916	-0.000531	-0.001107
1.24349999999992	-0.00326	0.007103	0.002591	-0.013879	-0.005301	-0.004125	-0.005303	0.000821
