Time	RASISX	RASISY	RASISZ	LASISX	LASISY	LASISZ	RPSISX	RPSISY	RPSISZ	LPSISX	LPSISY	LPSISZ	RTROCX	RTROCY	RTROCZ	LTROCX	LTROCY	LTROCZ	RTH1X	RTH1Y	RTH1Z	RLKX	RLKY	RLKZ	RMKX	RMKY	RMKZ	RSK1X	RSK1Y	RSK1Z	RLAX	RLAY	RLAZ	RMAX	RMAY	RMAZ	RFM1X	RFM1Y	RFM1Z	RFM2X	RFM2Y	RFM2Z	RFM5X	RFM5Y	RFM5Z	LTH1X	LTH1Y	LTH1Z	LLKX	LLKY	LLKZ	LMKX	LMKY	LMKZ	LSK1X	LSK1Y	LSK1Z	LLAX	LLAY	LLAZ	LMAX	LMAY	LMAZ	LFM1X	LFM1Y	LFM1Z	LFM2X	LFM2Y	LFM2Z	LFM5X	LFM5Y	LFM5Z
0.2	560.878	-942.691	936.98	307.455	-940.698	946.985	483.761	-1125.799	971.618	395.81	-1128.636	971.293	595.24	-1045.394	872.028	259.947	-1017.006	879.253	529.428	-895.185	722.236	589.869	-972.082	446.141	477.617	-957.889	429.564	590.244	-1185.452	301.788	555.828	-1322.798	207.253	476.673	-1282.764	185.284	492.414	-1257.949	24.685	551.446	-1256.593	38.286	590.342	-1317.189	52.741	352.8	-850.275	711.367	292.844	-886.846	485.482	407.049	-877.96	479.738	287.075	-893.816	218.337	320.941	-893.658	51.338	409.916	-887.58	76.679	419.303	-750.196	-0.022	365.013	-719.397	28.471	310.859	-765.135	3.642
0.205	560.463	-936.712	938.32	306.961	-934.597	947.669	482.741	-1119.801	972.229	394.977	-1122.712	972	594.729	-1039.116	873.071	259.357	-1010.979	879.795	529.822	-887.097	723.921	590.437	-959.71	447.46	477.713	-945.417	431.46	590.309	-1173.793	305.18	555.287	-1311.942	212.291	476.372	-1271.878	189.576	493.86	-1248.753	28.493	552.43	-1247.148	41.635	591.372	-1307.642	57.658	351.131	-845.301	710.328	292.669	-883.502	485.369	407.43	-876.035	479.775	286.98	-892.673	218.384	321.013	-893.74	51.351	410.085	-887.419	76.618	419.408	-750.122	-0.167	365.145	-719.235	28.134	310.875	-765.023	3.523
0.21	560.123	-930.978	939.386	306.269	-928.27	948.421	481.788	-1113.885	972.811	394.23	-1116.755	972.738	594.167	-1033.069	873.96	258.881	-1005.167	880.178	530.201	-879.145	725.765	591.161	-947.479	449.142	478.326	-932.686	433.278	590.309	-1162.04	308.562	554.744	-1300.88	216.976	476.155	-1260.531	193.278	495.262	-1238.992	31.611	553.742	-1237.116	46.412	592.497	-1297.62	62.651	349.918	-840.839	709.413	292.705	-879.959	485.197	407.934	-873.663	480.315	286.976	-891.635	218.431	321.267	-893.621	51.337	410.24	-887.152	76.634	419.371	-749.797	-0.28	365.251	-719.149	27.821	310.903	-764.861	3.478
0.215	559.792	-925.038	940.08	306.041	-922.043	948.46	480.922	-1107.957	973.463	393.434	-1110.807	973.554	593.615	-1027.033	874.643	258.454	-999.379	880.457	530.456	-871.295	727.672	591.926	-935.501	451.071	478.633	-920.423	435.272	590.258	-1150.285	311.892	554.172	-1289.639	221.092	475.868	-1249.127	196.819	496.412	-1228.74	34.643	555.136	-1226.513	51.17	593.478	-1286.415	67.645	349.03	-836.156	708.813	292.719	-876.707	485.067	407.861	-872.302	479.569	286.998	-890.758	218.403	321.439	-893.517	51.333	410.423	-886.952	76.465	419.208	-749.814	-0.46	365.282	-719.07	27.582	310.875	-764.924	3.558
0.22	559.534	-919.228	940.937	305.726	-916.055	948.777	480.175	-1102.12	974.301	392.741	-1104.772	974.35	593.043	-1020.981	875.622	257.941	-994.023	880.952	530.696	-863.495	729.922	592.63	-923.608	453.196	479.005	-908.073	437.581	590.122	-1138.482	315.009	553.484	-1278.084	224.617	475.553	-1237.349	200.056	497.969	-1217.322	37.358	556.483	-1214.661	55.137	594.467	-1274.575	72.54	348.507	-831.687	708.618	292.59	-873.678	485.13	407.895	-870.084	479.038	287.019	-890.122	218.35	321.662	-893.383	51.357	410.59	-886.707	76.263	419.619	-750.218	-0.903	365.347	-718.978	27.355	310.888	-764.747	3.481
0.225	559.243	-913.43	941.88	305.883	-910.307	949.018	479.513	-1096.275	975.131	392.064	-1098.827	975.215	592.653	-1015.234	876.618	257.286	-987.861	881.343	530.824	-855.532	732.265	593.442	-911.647	455.442	479.81	-897.514	439.146	590.077	-1126.576	317.957	552.732	-1266.464	227.783	475.214	-1225.137	202.703	499.82	-1204.698	40.112	558.254	-1201.823	58.714	595.562	-1262.216	76.735	348.489	-828.758	707.789	292.441	-870.914	485.097	407.357	-869.159	478.227	287.124	-889.498	218.133	321.835	-893.388	51.418	410.812	-886.537	76.202	419.697	-750.097	-1.044	365.419	-718.949	27.097	310.879	-764.739	3.508
0.23	558.987	-907.666	942.924	305.767	-904.434	949.129	478.894	-1090.518	976.064	391.446	-1092.993	976.321	592.27	-1009.579	877.668	256.693	-981.419	881.518	530.766	-847.222	734.951	594.335	-900.09	458.196	480.534	-884.115	442.41	590.032	-1114.773	320.715	551.899	-1254.479	230.466	474.506	-1212.862	205.004	501.89	-1190.923	42.715	559.946	-1188.566	61.599	596.789	-1249.152	79.92	347.294	-821.782	707.667	292.439	-868.051	484.676	407.468	-865.744	478.363	287.205	-888.942	218.089	322.048	-893.376	51.462	411.004	-886.322	76.102	419.801	-750.044	-1.156	365.354	-718.789	27.073	310.938	-764.751	3.523
0.235	558.703	-901.936	943.669	305.694	-898.471	949.42	478.454	-1084.657	977.128	390.914	-1087.06	977.221	591.843	-1002.968	878.171	256.725	-977.226	882.028	530.995	-839.78	737.504	595.031	-888.498	460.566	480.961	-872.282	444.538	589.954	-1102.942	323.258	551.097	-1242.16	232.467	474.133	-1199.93	206.845	503.863	-1176.658	45.406	561.803	-1174.928	64.684	597.986	-1236.115	83.003	346.795	-817.239	707.648	292.373	-865.713	484.203	407.3	-861.633	478.19	287.21	-888.384	218.059	322.188	-893.4	51.611	411.172	-886.182	76.16	419.83	-750.041	-1.285	365.582	-718.795	26.697	310.955	-764.783	3.604
0.24	558.467	-896.019	944.905	304.979	-891.244	949.367	477.942	-1078.888	978.15	390.475	-1081.203	978.3	591.526	-996.686	878.824	256.474	-972.112	882.687	531.211	-832.224	739.96	595.768	-876.921	462.791	481.806	-860.459	446.723	589.832	-1091.02	325.421	550.306	-1229.496	233.824	474.025	-1186.397	207.644	506.731	-1161.333	46.964	563.654	-1160.646	66.629	599.249	-1222.067	85.009	346.183	-812.837	707.656	292.073	-863.67	484.183	406.69	-858.049	478.06	287.27	-887.627	218.014	322.35	-893.355	51.634	411.319	-885.92	76.148	419.907	-749.918	-1.303	365.441	-718.614	26.566	310.979	-764.657	3.518
0.245	558.025	-890.264	945.922	304.793	-885.492	949.853	477.493	-1073.085	979.151	389.988	-1075.304	979.278	591.326	-990.953	880.11	256.157	-966.868	883.222	531.412	-824.828	742.433	596.562	-865.825	465.59	482.621	-848.45	449.459	590.009	-1079.146	327.63	549.573	-1216.763	234.783	473.846	-1172.927	208.087	508.301	-1146.874	48.506	565.232	-1146.707	69.248	600.493	-1207.767	87.885	345.673	-808.469	707.763	291.718	-861.838	484.175	406.022	-853.689	477.729	287.214	-886.79	218.123	322.459	-893.273	51.787	411.51	-885.718	76.198	419.602	-749.524	-1.071	365.52	-718.454	26.307	310.953	-764.578	3.544
0.25	557.575	-884.382	946.79	304.343	-879.816	950.382	476.971	-1067.304	980.402	389.62	-1069.431	980.362	591.176	-985.105	881.544	255.968	-961.839	884.099	531.503	-817.292	744.912	597.284	-854.847	468.37	483.078	-837.143	451.843	589.94	-1067.116	329.069	548.8	-1203.937	235.2	474.217	-1158.737	207.818	510.108	-1131.859	49.08	566.816	-1131.632	70.75	601.754	-1193.494	88.967	344.989	-804.17	707.774	291.405	-860.207	484.162	405.269	-849.959	477.481	287.128	-885.977	218.269	322.581	-893.016	51.805	411.538	-885.5	76.232	419.617	-749.389	-1.388	365.66	-718.386	25.911	310.929	-764.558	3.633
0.255	557.113	-878.579	947.745	304.101	-873.992	950.775	476.647	-1061.585	981.394	389.279	-1063.679	981.475	591.043	-979.933	882.29	255.81	-956.897	885.035	531.755	-809.677	747.382	597.971	-843.812	470.766	483.77	-824.369	454.346	589.262	-1057.424	330.684	548.089	-1190.772	235.055	473.73	-1145.425	208.043	511.909	-1116.64	49.331	568.423	-1116.143	72.044	602.875	-1178.534	89.917	344.494	-799.936	707.834	291.087	-858.31	484.239	404.802	-846.745	477.402	287.105	-885.02	218.418	322.634	-892.974	51.933	411.585	-885.277	76.292	419.689	-749.291	-1.485	365.508	-718.2	25.868	310.936	-764.489	3.524
0.26	556.567	-872.766	948.718	303.54	-868.32	951.385	476.358	-1055.76	982.504	388.954	-1057.857	982.494	590.817	-973.841	883.707	255.605	-951.781	886.063	532.028	-802.033	750.063	598.773	-832.854	473.14	484.635	-813.142	457.034	589.435	-1044.838	330.905	547.513	-1177.546	234.552	473.562	-1131.278	207.203	513.649	-1101.172	49.175	569.893	-1100.95	72.808	604.079	-1162.804	90.914	344.046	-795.785	707.776	290.845	-856.197	484.131	404.522	-843.775	477.086	287.038	-884.112	218.528	322.693	-892.886	52.083	411.685	-885.112	76.432	420.05	-749.534	-1.799	365.536	-718.092	25.743	310.973	-764.436	3.501
0.265	556.161	-866.94	949.793	302.843	-862.556	952.144	476.04	-1049.959	983.61	388.633	-1052.093	983.546	590.752	-967.364	884.671	255.66	-946.849	886.369	532.287	-794.439	752.693	599.445	-822.007	475.598	485.379	-802.053	459.855	589.437	-1032.58	331.214	546.895	-1164.102	233.358	473.382	-1117.107	205.929	515.469	-1085.031	48.644	571.627	-1085.027	73.551	605.098	-1147.986	91.058	343.502	-791.722	707.472	290.709	-854.108	484.003	404.304	-841.341	477.166	286.976	-883.152	218.628	322.764	-892.814	52.239	411.684	-884.907	76.6	420.16	-749.598	-1.848	365.494	-718.026	25.57	310.939	-764.387	3.506
0.27	555.591	-861.229	950.827	302.107	-856.96	952.814	475.97	-1044.181	984.725	388.397	-1046.24	984.571	590.726	-961.233	885.936	255.508	-941.352	887.079	532.543	-787.034	755.311	600.091	-811.452	478.048	486.094	-790.741	462.793	589.521	-1020.374	331.191	546.463	-1150.535	231.929	473.299	-1102.633	204.439	517.975	-1067.553	48.606	573.119	-1068.722	73.861	606.098	-1131.948	90.517	342.985	-787.774	707.186	290.566	-851.885	484.052	404.053	-838.758	477.198	286.824	-882.277	218.724	322.774	-892.742	52.387	411.721	-884.731	76.702	420.178	-749.585	-1.883	365.509	-717.926	25.479	310.966	-764.325	3.52
0.275	555.205	-855.403	951.883	301.766	-851.597	953.442	475.739	-1038.426	985.823	388.185	-1040.516	985.567	590.567	-954.967	887.233	255.306	-936.264	887.749	532.656	-779.602	757.837	600.712	-800.97	480.337	486.773	-780.007	464.087	589.609	-1008.125	330.908	546.073	-1136.715	229.904	473.204	-1088.199	202.772	519.783	-1050.261	48.377	574.401	-1052.206	74.082	607.177	-1115.596	89.69	342.51	-783.821	706.754	290.512	-849.461	483.87	404.464	-837.284	477.268	286.73	-881.436	218.861	322.792	-892.631	52.51	411.692	-884.529	76.916	420.246	-749.437	-1.875	365.479	-717.885	25.4	310.951	-764.318	3.524
0.28	554.657	-849.678	952.933	301.36	-846.075	953.636	475.603	-1032.605	986.868	387.979	-1034.683	986.485	590.54	-949.222	888.475	255.114	-931.104	888.289	532.574	-772.203	760.349	601.298	-790.601	482.847	487.568	-769.448	466.989	589.864	-994.233	329.844	545.721	-1122.893	227.513	473.215	-1073.692	200.848	521.355	-1032.715	47.708	575.615	-1035.04	73.756	608.36	-1099.049	88.599	342.206	-779.892	706.166	290.359	-847.274	483.797	404.494	-835.013	477.385	286.626	-880.434	219.031	322.821	-892.475	52.653	411.689	-884.285	77.035	420.273	-749.336	-1.9	365.459	-717.75	25.266	310.93	-764.3	3.515
0.285	554.256	-843.917	954.119	300.92	-840.503	954.759	475.448	-1026.919	987.957	387.748	-1029.008	987.385	590.532	-942.987	889.705	255.358	-928.253	888.449	532.563	-764.921	762.89	601.85	-780.326	485.07	488.156	-758.756	469.412	590	-981.934	328.941	545.62	-1108.766	224.597	473.916	-1058.199	198.028	522.906	-1014.528	46.89	576.937	-1017.604	73.559	609.334	-1082.168	87.267	342.316	-776.624	705.879	290.233	-845.02	483.763	404.494	-833.009	477.359	286.562	-879.573	219.038	322.786	-892.33	52.716	411.756	-884.08	77.105	420.3	-749.314	-1.87	365.454	-717.699	25.215	310.869	-764.201	3.477
0.29	553.714	-838.251	955.279	300.149	-834.374	955.306	475.2	-1021.177	988.91	387.523	-1023.242	988.091	590.66	-936.992	890.778	255.038	-921.985	889.009	532.493	-757.722	765.217	602.362	-770.236	487.239	487.733	-746.113	472.248	590.099	-969.518	327.964	545.534	-1094.496	221.32	473.773	-1043.425	195.542	524.384	-995.904	45.773	578.184	-999.936	73.122	610.274	-1064.669	85.186	342.096	-772.796	705.178	290.114	-842.895	483.622	404.484	-831.074	476.978	286.606	-878.546	218.779	322.815	-892.215	52.791	411.728	-883.852	77.17	420.205	-749.165	-1.904	365.447	-717.58	25.081	310.925	-764.169	3.489
0.295	553.272	-832.538	956.107	300.127	-829.495	955.656	474.998	-1015.496	989.779	387.359	-1017.697	988.962	590.75	-930.618	891.897	254.821	-916.574	889.487	532.219	-750.718	767.538	602.887	-760.371	489.719	488.532	-737.049	474.833	590.31	-957.102	326.685	545.542	-1080.088	217.673	473.969	-1028.892	193.016	525.658	-976.912	44.846	579.435	-981.63	72.375	611.285	-1046.912	83.252	342.117	-768.961	704.551	290.101	-840.688	483.486	404.534	-829.123	476.243	286.62	-877.691	218.807	322.844	-892.101	52.922	411.715	-883.512	77.241	419.945	-748.956	-1.7	365.449	-717.465	24.983	310.885	-764.118	3.464
0.3	552.958	-826.785	957.232	299.847	-824.064	955.843	474.884	-1009.829	990.639	387.208	-1012.055	989.593	590.974	-923.957	892.674	254.71	-911.307	889.665	531.925	-743.652	769.884	603.218	-750.631	491.773	489.244	-727.399	477.066	590.43	-944.787	325.162	545.756	-1065.402	213.737	474.291	-1013.319	189.733	526.851	-957.607	43.882	580.921	-963.156	71.503	612.165	-1028.447	80.699	342.18	-765.07	703.831	290.078	-838.414	483.307	404.665	-827.398	475.725	286.701	-876.827	218.751	322.892	-891.965	53.013	411.742	-883.281	77.328	419.911	-748.892	-1.748	365.417	-717.432	24.874	310.912	-764.115	3.41
0.305	552.444	-821.165	958.185	299.626	-818.637	956.026	474.646	-1004.236	991.267	386.995	-1006.415	990.128	591.071	-918.764	894.257	254.606	-906.337	890.022	531.704	-736.657	772.051	603.6	-741.188	493.927	489.642	-717.782	479.266	590.701	-932.369	323.591	546.026	-1050.338	209.548	474.57	-997.872	186.357	527.839	-937.905	42.667	581.875	-944.204	70.859	613.074	-1009.569	77.963	342.236	-761.295	703.302	290.056	-836.336	482.992	404.751	-825.502	475.219	286.667	-875.902	218.963	322.844	-891.896	53.175	411.776	-883.027	77.494	419.873	-748.864	-1.742	365.361	-717.319	24.807	310.913	-764.039	3.44
0.31	552.136	-815.439	959.326	299.365	-813.325	956.364	474.467	-998.605	991.988	386.69	-1000.91	990.604	591.19	-912.799	895.826	254.543	-901.349	890.486	531.222	-729.731	774.235	603.925	-731.765	496.067	489.701	-708.381	481.632	590.839	-919.807	321.894	546.406	-1035.124	204.841	474.815	-982.244	183.051	528.727	-918.052	41.787	582.72	-924.826	69.637	613.916	-990.661	75.333	342.599	-756.978	702.729	290.004	-834.298	482.911	404.851	-823.548	474.653	286.765	-874.963	219.038	322.854	-891.723	53.301	411.801	-882.629	77.686	419.913	-748.82	-1.695	365.353	-717.285	24.771	310.878	-764.065	3.436
0.315	551.774	-809.844	960.14	299.276	-807.922	956.63	474.292	-993.075	992.44	386.532	-995.269	990.963	591.333	-906.767	896.568	254.217	-896.648	890.592	530.683	-722.206	776.291	604.272	-722.56	498.198	489.909	-699.325	484.093	591.108	-907.218	319.826	546.896	-1019.716	199.984	475.249	-966.325	179.353	529.521	-897.848	40.333	583.428	-905.63	68.569	614.748	-971.335	72.389	343.277	-755.209	701.887	289.934	-832.228	482.953	404.796	-821.382	474.33	286.809	-874.098	219.143	322.879	-891.614	53.402	411.881	-882.659	77.787	419.954	-748.797	-1.656	365.308	-717.186	24.652	310.862	-764.012	3.382
0.32	551.524	-804.145	961.105	299.034	-802.321	956.803	474.206	-987.532	992.984	386.5	-989.696	991.3	591.508	-900.676	897.681	254.184	-891.537	890.769	530.434	-715.675	778.018	604.608	-713.706	500.405	491.054	-692.049	486.771	591.394	-894.527	317.796	547.535	-1003.902	195.009	475.724	-950.375	175.859	530.283	-877.442	39.067	583.636	-884.92	67.177	615.631	-951.594	68.929	343.466	-751.36	701.196	289.933	-830.356	482.893	404.832	-819.139	473.847	286.85	-873.219	219.179	322.922	-891.431	53.596	411.951	-882.387	77.951	419.958	-748.854	-1.572	365.283	-717.13	24.633	310.867	-763.977	3.412
0.325	551.212	-798.481	961.856	298.56	-795.552	957.214	474.146	-981.944	993.32	386.426	-984.242	991.646	591.586	-894.455	898.732	254.16	-886.568	890.85	529.628	-709.183	780.291	604.78	-704.76	502.285	491.26	-683.193	489.19	592.218	-881.496	315.089	548.715	-987.935	189.565	476.241	-934.103	171.937	530.874	-856.84	38.089	584.186	-865.188	65.917	616.36	-931.677	65.738	343.683	-747.469	700.575	289.995	-828.218	482.762	404.77	-816.737	473.837	286.882	-872.508	219.319	322.982	-891.284	53.777	412.005	-883.194	77.656	419.94	-748.774	-1.669	364.988	-717.134	24.693	310.979	-763.78	3.297
0.33	550.835	-792.859	962.541	298.254	-789.754	958.032	474.104	-976.423	993.746	386.468	-978.866	991.933	591.738	-888.811	899.703	253.953	-880.936	891.143	529.471	-702.461	782.136	604.841	-695.984	504.152	491.404	-674.175	491.513	592.698	-868.668	312.945	549.639	-971.586	184.224	476.863	-917.568	168.008	531.439	-836.122	36.83	584.659	-845.103	64.465	617.13	-911.542	62.19	343.742	-743.703	699.967	290.059	-825.941	482.568	404.689	-814.084	473.279	286.898	-871.677	219.454	323.005	-891.108	53.963	412.031	-882.993	77.821	419.917	-748.719	-1.608	365.216	-716.941	24.523	310.844	-764.223	3.171
0.335	550.625	-787.301	963.348	298.32	-786.403	957.618	474.119	-970.897	994.095	386.47	-973.387	992.203	591.935	-882.032	900.113	254.08	-875.892	891.097	529.319	-695.942	783.9	604.934	-687.48	506.087	491.093	-664.926	492.933	593.268	-855.936	310.576	550.249	-955.492	178.813	477.542	-900.918	164.165	532.141	-815.375	35.678	585.206	-825.215	62.962	617.897	-891.161	58.776	343.938	-739.822	699.509	290.095	-823.88	482.222	404.754	-811.692	473.264	286.83	-870.821	219.615	322.982	-890.909	54.145	412.033	-882.731	77.993	419.939	-748.678	-1.607	365.269	-716.788	24.334	310.756	-764.305	3.24
0.34	550.295	-781.572	963.828	298.103	-781.128	957.46	474.138	-965.322	994.372	386.535	-967.993	992.252	592.034	-876.606	901.419	254.23	-870.828	891.217	529.21	-689.397	785.826	605.042	-678.981	507.841	491.192	-657.06	494.286	593.554	-842.666	307.67	550.996	-938.816	173.384	478.199	-884.119	160.259	532.976	-794.859	34.865	585.932	-806.001	62.137	618.683	-870.849	55.459	343.975	-736.118	699.021	290.022	-821.932	482.261	404.782	-809.523	473.139	286.819	-869.969	219.805	322.976	-890.781	54.355	411.991	-882.368	78.169	419.973	-748.596	-1.582	365.182	-716.685	24.282	310.783	-764.177	3.097
0.345	550.024	-776.179	964.531	297.791	-775.886	957.348	474.294	-959.815	994.725	386.633	-962.559	992.414	592.207	-870.603	901.915	254.469	-865.826	891.153	529.286	-682.403	787.358	605.046	-670.793	509.518	491.426	-649.047	496.153	594.118	-829.224	304.688	551.975	-921.852	167.562	479.059	-867.319	156.321	533.564	-773.856	33.851	586.559	-785.606	60.433	619.456	-850.179	52.034	343.882	-732.279	698.478	289.967	-820.014	482.333	404.748	-807.2	472.925	286.826	-869.251	219.992	323.054	-890.59	54.525	412.034	-882.081	78.425	419.902	-748.489	-1.536	365.169	-716.641	24.256	310.785	-764.159	3.127
0.35	549.868	-770.331	964.788	297.678	-770.479	957.515	474.394	-954.314	994.974	386.704	-957.108	992.784	592.372	-864.713	902.532	254.396	-861.164	891.22	529.608	-677.153	788.473	605.083	-662.674	510.952	491.709	-641.251	498.185	594.861	-816.435	302.252	553.096	-905.228	162.025	479.689	-849.834	152.614	534.095	-752.76	33.276	587.193	-765.389	59.461	620.266	-829.496	48.639	343.933	-728.443	698.085	289.937	-818.164	482.406	404.666	-804.971	472.253	286.84	-868.457	220.172	323.041	-890.417	54.762	412.023	-881.825	78.699	420.044	-748.778	-1.73	365.411	-716.194	24.037	310.787	-764.082	3.112
0.355	549.579	-765.004	965.358	297.908	-767.8	956.476	474.6	-948.778	995.274	387.004	-951.713	992.804	592.528	-859.021	903.009	254.288	-856.517	891.223	529.587	-670.617	789.525	605.057	-654.866	512.464	491.93	-633.455	500.143	595.417	-802.872	298.962	554.086	-888.069	156.554	480.616	-832.72	148.453	534.439	-730.264	32.933	587.807	-744.921	58.357	621.032	-808.583	45.354	343.782	-724.649	697.453	289.971	-816.18	482.352	404.661	-802.942	471.99	286.823	-867.651	220.478	323.076	-890.309	55.017	412.148	-881.188	79.016	420.025	-748.802	-1.708	365.149	-716.592	23.961	310.787	-764.132	3.108
0.36	549.429	-759.053	965.668	297.728	-762.19	956.185	474.723	-943.265	995.552	387.165	-946.189	992.849	592.737	-852.765	903.241	254.393	-851.655	891.357	529.667	-664.006	790.8	604.838	-647.08	513.405	491.957	-625.959	501.693	596.132	-789.66	295.91	555.038	-870.675	150.974	481.592	-815.242	144.412	535.083	-709.233	32.376	588.426	-724.138	56.79	621.871	-787.45	42.144	343.718	-720.967	696.919	289.986	-814.165	482.398	404.727	-801.054	471.871	286.81	-866.866	220.725	323.062	-890.056	55.29	412.197	-880.91	79.315	419.579	-748.129	-1.175	365.113	-716.474	23.892	310.718	-764.176	3.193
0.365	549.43	-753.615	966.11	297.629	-757.374	956.198	474.889	-937.695	995.837	387.273	-940.555	993.255	592.878	-848.117	904.239	254.567	-846.651	891.314	529.716	-657.553	792.219	604.758	-639.786	514.771	492.006	-618.742	502.757	596.849	-776.133	292.748	555.693	-852.856	145.329	482.486	-797.572	140.446	535.688	-688.147	31.989	589.26	-704.016	56.476	622.702	-766.33	39.167	343.648	-717.006	696.373	289.955	-812.348	482.364	404.695	-798.984	471.719	286.83	-866.031	220.965	323.079	-890.102	55.59	412.264	-880.688	79.607	419.921	-749.016	-1.737	365.054	-716.431	23.845	310.805	-763.751	3.152
0.37	549.375	-747.81	965.925	297.336	-751.068	956.39	475.654	-932.305	995.72	387.54	-935.18	993.32	593.08	-841.219	904.185	254.858	-842.149	891.591	529.652	-651.316	793.299	604.708	-632.641	515.684	492.09	-611.912	504.16	597.551	-762.887	289.595	556.815	-834.996	139.743	482.901	-778.341	136.935	536.249	-666.895	31.524	589.199	-682.461	54.459	623.623	-745.066	36.321	343.316	-713.01	695.768	290.073	-810.17	482.148	404.638	-796.825	471.315	286.884	-865.259	221.133	323.088	-889.871	55.835	412.193	-880.212	79.778	420.092	-748.816	-1.764	364.992	-716.354	23.754	310.842	-763.714	3.138
